Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,15248,2022-05-12,-0.015537033,0.0130789411,0.0173264695,21,100
Market-Adjusted Model,15249,2022-05-12,-0.018199252,0.0158567092,0.0146642497,21,100
Market-Adjusted Model,15252,2022-05-12,0.0017398997,0.0301462472,0.0346034018,21,100
Market-Adjusted Model,15254,2022-05-12,-0.23134332,-0.183063267,-0.198479818,21,100
Market-Adjusted Model,15255,2022-05-12,0.0024040745,0.0307947099,0.0352675765,21,100
Market-Adjusted Model,15256,2022-05-12,0.0096657664,0.0381217849,0.0425292684,21,100
Market-Adjusted Model,15257,2022-05-12,0.0059596204,0.0343727589,0.0388231225,21,100
Market-Adjusted Model,15260,2022-05-12,0.0116196107,0.043523613,0.0444831128,21,100
Market-Adjusted Model,15264,2022-05-12,-0.007976774,0.0319478157,0.0248867281,21,100
Market-Adjusted Model,15265,2022-05-12,0.0143605563,0.0443384758,0.0472240584,21,100
Market-Adjusted Model,15267,2022-05-12,-0.088357148,-0.060391864,-0.055493646,21,100
Market-Adjusted Model,15268,2022-05-12,-0.047230778,0.0017212724,-0.014367276,21,100
Market-Adjusted Model,15269,2022-05-12,-0.015665787,0.0652423297,0.0171977154,21,100
Market-Adjusted Model,15271,2022-05-12,-0.331154665,-0.272449625,-0.298291163,21,100
Market-Adjusted Model,15272,2022-05-12,0.0679814278,0.123221031,0.1008449298,21,100
Market-Adjusted Model,15273,2022-05-12,0.0988371807,0.1676060011,0.1317006827,21,100
Market-Adjusted Model,15275,2022-05-12,-0.01389214,0.0163274206,0.0189713621,21,100
Market-Adjusted Model,15277,2022-05-12,-0.304703455,-0.257915096,-0.271839953,21,100
Market-Adjusted Model,15278,2022-05-12,-0.14658633,-0.109772694,-0.113722828,21,100
Market-Adjusted Model,15279,2022-05-12,-0.11914218,-0.08963967,-0.086278678,21,100
Market-Adjusted Model,15282,2022-05-12,-0.040110632,0.0242712436,-0.00724713,21,100
Market-Adjusted Model,15284,2022-05-12,-0.073162547,-0.033484674,-0.040299045,21,100
Market-Adjusted Model,15285,2022-05-12,-0.321766551,-0.339241913,-0.288903049,21,100
Market-Adjusted Model,15286,2022-05-12,-0.408981227,-0.438175531,-0.376117725,21,100
Market-Adjusted Model,15287,2022-05-12,-0.110749217,0.0038332619,-0.077885715,21,100
Market-Adjusted Model,15291,2022-05-12,-0.197847273,-0.137034255,-0.164983771,21,100
Market-Adjusted Model,15293,2022-05-12,0.2521150963,0.3113633492,0.2849785984,21,100
Market-Adjusted Model,15294,2022-05-12,0.0454545,0.0935709778,0.0783180021,21,100
Market-Adjusted Model,15295,2022-05-12,-0.397201099,-0.369778945,-0.364337597,21,100
Market-Adjusted Model,15297,2022-05-12,-0.165803126,-0.096773074,-0.132939624,21,100
Market-Adjusted Model,15299,2022-05-12,-0.021520865,0.0110872303,0.0113426371,21,100
Market-Adjusted Model,15302,2022-05-12,-0.226264459,-0.21515114,-0.193400957,21,100
Market-Adjusted Model,15303,2022-05-12,0.0318181489,0.0829523978,0.0646816509,21,100
Market-Adjusted Model,15304,2022-05-12,-0.297142847,-0.281292185,-0.264279345,21,100
Market-Adjusted Model,15305,2022-05-12,-0.248618751,-0.215733139,-0.215755249,21,100
Market-Adjusted Model,15306,2022-05-12,-0.033888017,-0.000076275,-0.001024515,21,100
Market-Adjusted Model,15311,2022-05-12,0.0254237187,0.0634502999,0.0582872208,21,100
Market-Adjusted Model,15312,2022-05-12,-0.068308611,-0.032353451,-0.035445109,21,100
Market-Adjusted Model,15313,2022-05-12,-0.096995313,-0.05889509,-0.064131811,21,100
Market-Adjusted Model,15314,2022-05-12,-0.136921672,-0.116459466,-0.10405817,21,100
Market-Adjusted Model,15315,2022-05-12,-0.13594743,-0.104018715,-0.103083928,21,100
Market-Adjusted Model,15316,2022-05-12,0.0071785126,0.0384022448,0.0400420147,21,100
Market-Adjusted Model,15318,2022-05-12,0.0183078095,0.0495537723,0.0511713116,21,100
Market-Adjusted Model,15319,2022-05-12,0.0166408791,0.046927851,0.0495043812,21,100
Market-Adjusted Model,15320,2022-05-12,-0.027850469,0.0043460399,0.0050130331,21,100
Market-Adjusted Model,15321,2022-05-12,0.0208374551,0.0542546599,0.0537009571,21,100
Market-Adjusted Model,15322,2022-05-12,-0.009262901,0.0226135762,0.0236006006,21,100
Market-Adjusted Model,15323,2022-05-12,-0.145054587,-0.116686689,-0.112191085,21,100
Market-Adjusted Model,15327,2022-05-12,-0.566666699,-0.425681485,-0.533803196,21,100
Market-Adjusted Model,15328,2022-05-12,-0.025794302,0.0043732032,0.0070691998,21,100
Market-Adjusted Model,15329,2022-05-12,-0.018205009,0.0135390963,0.0146584933,21,100
Market-Adjusted Model,15331,2022-05-12,-0.000758649,0.0624269306,0.0321048532,21,100
Market-Adjusted Model,15332,2022-05-12,0.107469263,0.1363849312,0.1403327651,21,100
Market-Adjusted Model,15336,2022-05-12,-0.029646344,0.0044387355,0.0032171576,21,100
Market-Adjusted Model,15337,2022-05-12,-0.082935696,-0.053591658,-0.050072194,21,100
Market-Adjusted Model,15338,2022-05-12,-0.098635531,-0.067313398,-0.065772029,21,100
Market-Adjusted Model,15340,2022-05-12,0.0350149239,0.0663877761,0.0678784259,21,100
Market-Adjusted Model,15343,2022-05-12,-0.007633806,0.0230208793,0.025229696,21,100
Market-Adjusted Model,15345,2022-05-12,-0.302636891,-0.281683143,-0.269773389,21,100
Market-Adjusted Model,15346,2022-05-12,0.28889315,0.3354396515,0.321756652,21,100
Market-Adjusted Model,15347,2022-05-12,0.099792525,0.2739577632,0.132656027,21,100
Market-Adjusted Model,15348,2022-05-12,-0.352413001,-0.238533283,-0.319549499,21,100
Market-Adjusted Model,15351,2022-05-12,-0.140240586,-0.09964313,-0.107377084,21,100
Market-Adjusted Model,15358,2022-05-12,-0.155886588,-0.07525556,-0.123023086,21,100
Market-Adjusted Model,15361,2022-05-12,-0.165714286,-0.105948775,-0.132850784,21,100
Market-Adjusted Model,15364,2022-05-12,0.0236220262,0.0892779086,0.0564855283,21,100
Market-Adjusted Model,15365,2022-05-12,0.3749999758,0.4089344567,0.4078634778,21,100
Market-Adjusted Model,15371,2022-05-12,-0.048377217,-0.013576724,-0.015513715,21,100
Market-Adjusted Model,15373,2022-05-12,-0.068291868,-0.036493679,-0.035428366,21,100
Market-Adjusted Model,15374,2022-05-12,-0.448979576,-0.530022055,-0.416116074,21,100
Market-Adjusted Model,15375,2022-05-12,-0.222852329,-0.211775887,-0.189988827,21,100
Market-Adjusted Model,15378,2022-05-12,-0.333333314,-0.35908136,-0.300469812,21,100
Market-Adjusted Model,15379,2022-05-12,-0.218584816,-0.209150931,-0.185721314,21,100
Market-Adjusted Model,15380,2022-05-12,0.0807169064,0.126792682,0.1135804085,21,100
Market-Adjusted Model,15381,2022-05-12,-0.102429961,0.0009286864,-0.069566459,21,100
Market-Adjusted Model,15382,2022-05-12,0.3123632913,0.3661477886,0.3452267934,21,100
Market-Adjusted Model,15383,2022-05-12,-0.031590417,0.0087796701,0.0012730852,21,100
Market-Adjusted Model,15389,2022-05-12,0.0226514336,0.0552741408,0.0555149357,21,100
Market-Adjusted Model,15395,2022-05-12,-0.000733756,0.0358072727,0.0321297465,21,100
Market-Adjusted Model,15396,2022-05-12,-0.085831063,-0.002455096,-0.052967561,21,100
Market-Adjusted Model,15397,2022-05-12,0.1126666047,0.1439656145,0.1455301068,21,100
Market-Adjusted Model,15398,2022-05-12,0.3310690191,0.3374564485,0.3639325212,21,100
Market-Adjusted Model,15399,2022-05-12,-0.390862931,-0.432228869,-0.357999429,21,100
Market-Adjusted Model,15400,2022-05-12,0.0034671906,0.0465616701,0.0363306926,21,100
Market-Adjusted Model,15407,2022-05-12,-0.101171531,-0.0687123,-0.068308029,21,100
Market-Adjusted Model,15408,2022-05-12,-0.12616607,-0.097544895,-0.093302568,21,100
Market-Adjusted Model,15409,2022-05-12,0.0877690937,0.1217298289,0.1206325958,21,100
Market-Adjusted Model,15410,2022-05-12,0.0119313578,0.0664664899,0.0447948599,21,100
Market-Adjusted Model,15416,2022-05-12,-0.465209026,-0.565269487,-0.432345524,21,100
Market-Adjusted Model,15417,2022-05-12,-0.298522462,-0.283508071,-0.26565896,21,100
Market-Adjusted Model,15419,2022-05-12,0.0072422049,0.092519069,0.040105707,21,100
Market-Adjusted Model,15423,2022-05-12,-0.036231835,0.0136331127,-0.003368333,21,100
Market-Adjusted Model,15425,2022-05-12,-0.240890699,-0.233283453,-0.208027197,21,100
Market-Adjusted Model,15427,2022-05-12,-0.098585788,-0.07235943,-0.065722286,21,100
Market-Adjusted Model,15429,2022-05-12,0.1371841741,0.1846560236,0.1700476762,21,100
Market-Adjusted Model,15431,2022-05-12,-0.380165305,-0.417926154,-0.347301803,21,100
Market-Adjusted Model,15432,2022-05-12,-0.032223429,0.0244099549,0.0006400732,21,100
Market-Adjusted Model,15433,2022-05-12,-0.404929542,-0.445441634,-0.37206604,21,100
Market-Adjusted Model,15436,2022-05-12,-0.109891983,-0.063677771,-0.07702848,21,100
Market-Adjusted Model,15440,2022-05-12,-0.222780299,-0.199987849,-0.189916797,21,100
Market-Adjusted Model,15443,2022-05-12,-0.064672922,-0.007148534,-0.03180942,21,100
Market-Adjusted Model,15445,2022-05-12,-0.021683371,0.0090468947,0.0111801308,21,100
Market-Adjusted Model,15452,2022-05-12,0.0510543515,0.087376342,0.0839178535,21,100
Market-Adjusted Model,15453,2022-05-12,-0.025211878,0.0060714874,0.0076516241,21,100
Market-Adjusted Model,15454,2022-05-12,-0.135290307,-0.088394938,-0.102426805,21,100
Market-Adjusted Model,15455,2022-05-12,-0.009715433,0.0237590052,0.0231480695,21,100
Market-Adjusted Model,15456,2022-05-12,0.1077235822,0.1428255622,0.1405870843,21,100
Market-Adjusted Model,15457,2022-05-12,0.0220000219,0.0628865127,0.054863524,21,100
Market-Adjusted Model,15461,2022-05-12,0.0508544975,0.0798890059,0.0837179995,21,100
Market-Adjusted Model,15462,2022-05-12,0.0141959519,0.0449183175,0.0470594539,21,100
Market-Adjusted Model,15477,2022-05-12,0.0119773816,0.0433246763,0.0448408836,21,100
Market-Adjusted Model,15478,2022-05-12,-0.044793715,-0.01251581,-0.011930213,21,100
Market-Adjusted Model,15482,2022-05-12,0.0107635319,0.0448049405,0.0436270339,21,100
Market-Adjusted Model,15486,2022-05-12,-0.519071314,-0.48674015,-0.486207812,21,100
Market-Adjusted Model,15488,2022-05-12,-0.026510134,0.0204935911,0.006353368,21,100
Market-Adjusted Model,15489,2022-05-12,-0.261006335,-0.24604058,-0.228142833,21,100
Market-Adjusted Model,15490,2022-05-12,0.0609771263,0.0965803457,0.0938406284,21,100
Market-Adjusted Model,15491,2022-05-12,0.1531531133,0.2480796099,0.1860166154,21,100
Market-Adjusted Model,15492,2022-05-12,-0.006888312,0.0228345355,0.0259751902,21,100
Market-Adjusted Model,15493,2022-05-12,-0.208813195,-0.184995799,-0.175949693,21,100
Market-Adjusted Model,15495,2022-05-12,0.0118228867,0.0420278855,0.0446863887,21,100
Market-Adjusted Model,15496,2022-05-12,-0.206862499,-0.125536793,-0.173998997,21,100
Market-Adjusted Model,15498,2022-05-12,-0.113369649,-0.082097368,-0.080506147,21,100
Market-Adjusted Model,15503,2022-05-12,0.0012392567,0.0328248449,0.0341027588,21,100
Market-Adjusted Model,15504,2022-05-12,0.0111835316,0.0417655631,0.0440470337,21,100
Market-Adjusted Model,15506,2022-05-12,0.0144991234,0.073209564,0.0473626255,21,100
Market-Adjusted Model,15507,2022-05-12,0.0042201751,0.0326143582,0.0370836771,21,100
Market-Adjusted Model,15508,2022-05-12,-0.086206891,-0.050309469,-0.053343389,21,100
Market-Adjusted Model,15510,2022-05-12,-0.221399365,-0.169383719,-0.188535863,21,100
Market-Adjusted Model,15525,2022-05-12,0.126605519,0.1590918825,0.1594690211,21,100
Market-Adjusted Model,15526,2022-05-12,0.0691056349,0.1175829392,0.101969137,21,100
Market-Adjusted Model,15527,2022-05-12,-0.147286822,-0.117898769,-0.11442332,21,100
Market-Adjusted Model,15530,2022-05-12,-0.021214654,0.0189615833,0.0116488477,21,100
Market-Adjusted Model,15533,2022-05-12,-0.083109906,0.0255234103,-0.050246404,21,100
Market-Adjusted Model,15534,2022-05-12,0.0800661938,0.1578332105,0.1129296959,21,100
Market-Adjusted Model,15535,2022-05-12,-0.045566988,0.0011443744,-0.012703485,21,100
Market-Adjusted Model,15537,2022-05-12,-0.024597471,0.0069389176,0.0082660314,21,100
Market-Adjusted Model,15539,2022-05-12,-0.037058919,-0.005511196,-0.004195417,21,100
Market-Adjusted Model,15540,2022-05-12,0.0237856336,0.0789012458,0.0566491356,21,100
Market-Adjusted Model,15541,2022-05-12,-0.283465322,-0.273419757,-0.25060182,21,100
Market-Adjusted Model,15542,2022-05-12,-0.289565203,-0.270210842,-0.256701701,21,100
Market-Adjusted Model,15543,2022-05-12,-0.196969774,-0.163320333,-0.164106272,21,100
Market-Adjusted Model,15546,2022-05-12,-0.020371775,0.0354030993,0.0124917269,21,100
Market-Adjusted Model,15556,2022-05-12,-0.018818928,0.0196498283,0.0140445739,21,100
Market-Adjusted Model,15562,2022-05-12,0.0133332987,0.0436971198,0.0461968007,21,100
Market-Adjusted Model,15563,2022-05-12,0.0107297634,0.0394077808,0.0435932654,21,100
Market-Adjusted Model,15564,2022-05-12,-0.006140894,0.0227190269,0.0267226077,21,100
Market-Adjusted Model,15566,2022-05-12,-0.004863659,0.0252471111,0.0279998432,21,100
Market-Adjusted Model,15571,2022-05-12,-0.00648965,0.0236732646,0.026373852,21,100
Market-Adjusted Model,15572,2022-05-12,0.0053315501,0.0356737816,0.0381950522,21,100
Market-Adjusted Model,15574,2022-05-12,0.0269980758,0.0565886264,0.0598615778,21,100
Market-Adjusted Model,15577,2022-05-12,-0.149338389,0.065835277,-0.116474887,21,100
Market-Adjusted Model,15578,2022-05-12,0.0220194162,0.0529775984,0.0548829183,21,100
Market-Adjusted Model,15579,2022-05-12,0.0350426917,0.0677867038,0.0679061937,21,100
Market-Adjusted Model,15580,2022-05-12,-0.086203651,-0.053107876,-0.053340149,21,100
Market-Adjusted Model,15582,2022-05-12,0.1261829177,0.1515988613,0.1590464198,21,100
Market-Adjusted Model,15583,2022-05-12,-0.012584737,0.0159848651,0.0202787647,21,100
Market-Adjusted Model,15584,2022-05-12,-0.22778827,-0.216444502,-0.194924768,21,100
Market-Adjusted Model,15585,2022-05-12,-0.402571891,-0.340356865,-0.369708389,21,100
Market-Adjusted Model,15590,2022-05-12,-0.079470198,-0.011625955,-0.046606696,21,100
Market-Adjusted Model,15593,2022-05-12,0.0044821146,0.0330961957,0.0373456166,21,100
Market-Adjusted Model,15597,2022-05-12,0.1371196402,0.1750149828,0.1699831423,21,100
Market-Adjusted Model,15605,2022-05-12,0.0106266467,0.0408008769,0.0434901487,21,100
Market-Adjusted Model,15610,2022-05-12,0.0199133798,0.0497209853,0.0527768818,21,100
Market-Adjusted Model,15613,2022-05-12,-0.006909518,0.0560739801,0.0259539836,21,100
Market-Adjusted Model,15615,2022-05-12,0.0459674827,0.1594233293,0.0788309848,21,100
Market-Adjusted Model,15618,2022-05-12,-0.019424458,0.0088530166,0.0134390438,21,100
Market-Adjusted Model,15623,2022-05-12,-0.01781733,0.0146581729,0.0150461721,21,100
Market-Adjusted Model,15626,2022-05-12,0.0822113813,0.1118178907,0.1150748833,21,100
Market-Adjusted Model,15627,2022-05-12,-0.153099814,-0.127295001,-0.120236312,21,100
Market-Adjusted Model,15629,2022-05-12,0.0091895555,0.0376393174,0.0420530576,21,100
Market-Adjusted Model,15631,2022-05-12,-0.438952007,-0.497677305,-0.406088505,21,100
Market-Adjusted Model,15634,2022-05-12,0.0363967595,0.0657585013,0.0692602616,21,100
Market-Adjusted Model,15635,2022-05-12,0.0209045966,0.0534997714,0.0537680987,21,100
Market-Adjusted Model,15636,2022-05-12,-0.348623898,-0.358082974,-0.315760395,21,100
Market-Adjusted Model,15638,2022-05-12,-0.212739677,-0.181539555,-0.179876175,21,100
Market-Adjusted Model,15639,2022-05-12,0.2549887864,0.3326212921,0.2878522884,21,100
Market-Adjusted Model,15642,2022-05-12,-0.280000027,-0.24320297,-0.247136525,21,100
Market-Adjusted Model,15643,2022-05-12,0.179753066,0.2355654159,0.212616568,21,100
Market-Adjusted Model,15645,2022-05-12,-0.480868069,-0.367674962,-0.448004567,21,100
Market-Adjusted Model,15646,2022-05-12,-0.280579719,-0.259134857,-0.247716217,21,100
Market-Adjusted Model,15649,2022-05-12,-0.015129561,0.0185618255,0.0177339407,21,100
Market-Adjusted Model,15650,2022-05-12,0.09552543,0.1222451821,0.1283889321,21,100
Market-Adjusted Model,15651,2022-05-12,0.0004514598,0.0315587662,0.0333149618,21,100
Market-Adjusted Model,15653,2022-05-12,-0.004466164,0.0269347535,0.0283973381,21,100
Market-Adjusted Model,15654,2022-05-12,-0.088750001,-0.043166376,-0.055886499,21,100
Market-Adjusted Model,15655,2022-05-12,0.0087483263,0.0384962889,0.0416118283,21,100
Market-Adjusted Model,15656,2022-05-12,-0.34432237,-0.353814756,-0.311458868,21,100
Market-Adjusted Model,15657,2022-05-12,-0.020206661,0.0124094095,0.0126568406,21,100
Market-Adjusted Model,15658,2022-05-12,-0.279543021,-0.263344642,-0.246679519,21,100
Market-Adjusted Model,15662,2022-05-12,0.264320006,0.3095489427,0.2971835081,21,100
Market-Adjusted Model,15663,2022-05-12,0.0102070116,0.0401566006,0.0430705136,21,100
Market-Adjusted Model,15664,2022-05-12,-0.21341368,-0.182329678,-0.180550178,21,100
Market-Adjusted Model,15666,2022-05-12,0.0570009408,0.0865986522,0.0898644429,21,100
Market-Adjusted Model,15673,2022-05-12,0.0049625465,0.0355918036,0.0378260485,21,100
Market-Adjusted Model,15674,2022-05-12,0.0118015087,0.0448038902,0.0446650107,21,100
Market-Adjusted Model,15677,2022-05-12,0.002556724,0.033185651,0.0354202261,21,100
Market-Adjusted Model,15678,2022-05-12,-0.031106847,0.0013350352,0.0017566547,21,100
Market-Adjusted Model,15680,2022-05-12,-0.094197097,-0.068099885,-0.061333595,21,100
Market-Adjusted Model,15681,2022-05-12,0.0030216446,0.0314106742,0.0358851467,21,100
Market-Adjusted Model,15685,2022-05-12,-0.005758559,0.025608147,0.0271049435,21,100
Market-Adjusted Model,15686,2022-05-12,-0.024565365,0.0076239287,0.008298137,21,100
Market-Adjusted Model,15687,2022-05-12,-0.016804981,0.0160033414,0.0160585206,21,100
Market-Adjusted Model,15688,2022-05-12,-0.098862272,-0.066115552,-0.06599877,21,100
Market-Adjusted Model,15689,2022-05-12,-0.00458515,0.0277646328,0.0282783524,21,100
Market-Adjusted Model,15690,2022-05-12,-0.002540278,0.0280523245,0.0303232241,21,100
Market-Adjusted Model,15693,2022-05-12,-0.029797215,0.0075083775,0.0030662874,21,100
Market-Adjusted Model,15694,2022-05-12,-0.174115449,-0.144007411,-0.141251947,21,100
Market-Adjusted Model,15695,2022-05-12,-0.041242213,-0.011401501,-0.008378711,21,100
Market-Adjusted Model,15696,2022-05-12,-0.025713421,0.0060296082,0.0071500812,21,100
Market-Adjusted Model,15697,2022-05-12,-0.033320698,-0.000431155,-0.000457196,21,100
Market-Adjusted Model,15698,2022-05-12,-0.028800892,0.00382945,0.0040626103,21,100
Market-Adjusted Model,15699,2022-05-12,-0.037977456,-0.0059084,-0.005113954,21,100
Market-Adjusted Model,15702,2022-05-12,-0.150758954,-0.116659789,-0.117895452,21,100
Market-Adjusted Model,15707,2022-05-12,-0.018855657,0.0185191651,0.0140078455,21,100
Market-Adjusted Model,15710,2022-05-12,-0.08422667,-0.044961822,-0.051363168,21,100
Market-Adjusted Model,15718,2022-05-12,0.0224615067,0.0528662147,0.0553250088,21,100
Market-Adjusted Model,15719,2022-05-12,-0.035955865,-0.00321588,-0.003092363,21,100
Market-Adjusted Model,15720,2022-05-12,-0.019599559,0.012848062,0.0132639429,21,100
Market-Adjusted Model,15722,2022-05-12,0.022614628,0.053403217,0.0554781301,21,100
Market-Adjusted Model,15724,2022-05-12,-0.154190171,-0.115150801,-0.121326669,21,100
Market-Adjusted Model,15725,2022-05-12,-0.012031955,0.0203933672,0.0208315471,21,100
Market-Adjusted Model,15726,2022-05-12,0.0170832484,0.0487404191,0.0499467504,21,100
Market-Adjusted Model,15729,2022-05-12,-0.226876691,-0.213530889,-0.194013189,21,100
Market-Adjusted Model,15731,2022-05-12,0.0230786949,0.053390806,0.0559421969,21,100
Market-Adjusted Model,15732,2022-05-12,-0.093386051,-0.064943818,-0.060522549,21,100
Market-Adjusted Model,15735,2022-05-12,-0.052287247,-0.0191003,-0.019423745,21,100
Market-Adjusted Model,15774,2022-05-12,0.0215827392,0.0528638348,0.0544462413,21,100
Market-Adjusted Model,15775,2022-05-12,-0.068708002,-0.020518344,-0.035844499,21,100
Market-Adjusted Model,15776,2022-05-12,0.0156951045,0.0768575425,0.0485586066,21,100
Market-Adjusted Model,15778,2022-05-12,-0.105396819,-0.068875077,-0.072533317,21,100
Market-Adjusted Model,15779,2022-05-12,-0.132596626,-0.080296086,-0.099733124,21,100
Market-Adjusted Model,15782,2022-05-12,0.0283893296,0.0690010364,0.0612528317,21,100
Market-Adjusted Model,15784,2022-05-12,-0.038535697,0.0512798181,-0.005672195,21,100
Market-Adjusted Model,15785,2022-05-12,-0.055803574,-0.022896853,-0.022940071,21,100
