Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,20600,2022-05-12,-0.279452052,-0.215828295,-0.24658855,21,100
Market-Adjusted Model,20601,2022-05-12,-0.064864885,0.0132282298,-0.032001383,21,100
Market-Adjusted Model,20602,2022-05-12,-7.76568E-12,0.0283948246,0.032863502,21,100
Market-Adjusted Model,20603,2022-05-12,-0.002032567,0.0263602801,0.0308309353,21,100
Market-Adjusted Model,20604,2022-05-12,-0.153253193,-0.110698312,-0.120389691,21,100
Market-Adjusted Model,20605,2022-05-12,-0.004056791,0.0243579481,0.028806711,21,100
Market-Adjusted Model,20606,2022-05-12,0.0560975285,0.0885212615,0.0889610305,21,100
Market-Adjusted Model,20607,2022-05-12,-1.7401E-11,0.0283949103,0.032863502,21,100
Market-Adjusted Model,20608,2022-05-12,-0.422075412,-0.447593519,-0.38921191,21,100
Market-Adjusted Model,20609,2022-05-12,-0.294280447,-0.283704732,-0.261416945,21,100
Market-Adjusted Model,20610,2022-05-12,-0.272727279,-0.24017528,-0.239863776,21,100
Market-Adjusted Model,20611,2022-05-12,-0.817761192,-1.267520821,-0.78489769,21,100
Market-Adjusted Model,20612,2022-05-12,-0.002032567,0.0263727467,0.0308309354,21,100
Market-Adjusted Model,20613,2022-05-12,0.0153845941,0.1275341789,0.0482480962,21,100
Market-Adjusted Model,20614,2022-05-12,-0.081776415,-0.043841043,-0.048912913,21,100
Market-Adjusted Model,20615,2022-05-12,0.0557185228,0.0899860539,0.0885820248,21,100
Market-Adjusted Model,20617,2022-05-12,-0.036011045,0.0011561703,-0.003147543,21,100
Market-Adjusted Model,20618,2022-05-12,-0.049852606,-0.003335059,-0.016989104,21,100
Market-Adjusted Model,20620,2022-05-12,0.5618729292,0.5612875599,0.5947364312,21,100
Market-Adjusted Model,20621,2022-05-12,-0.072340343,0.0218217181,-0.039476841,21,100
Market-Adjusted Model,20622,2022-05-12,-0.093979917,-0.066173629,-0.061116415,21,100
Market-Adjusted Model,20623,2022-05-12,-0.260586305,-0.250646964,-0.227722803,21,100
Market-Adjusted Model,20624,2022-05-12,-0.001521333,0.0268849259,0.031342169,21,100
Market-Adjusted Model,20628,2022-05-12,0.1726190919,0.2437197309,0.205482594,21,100
Market-Adjusted Model,20629,2022-05-12,-0.003045755,0.0253483825,0.0298177472,21,100
Market-Adjusted Model,20630,2022-05-12,0.0303030755,0.0860268254,0.0631665776,21,100
Market-Adjusted Model,20631,2022-05-12,-0.331314898,-0.328500615,-0.298451396,21,100
Market-Adjusted Model,20632,2022-05-12,-0.188481687,-0.150919553,-0.155618185,21,100
Market-Adjusted Model,20633,2022-05-12,-0.159464294,-0.117921565,-0.126600792,21,100
Market-Adjusted Model,20636,2022-05-12,-0.083333363,-0.000226111,-0.05046986,21,100
Market-Adjusted Model,20637,2022-05-12,-0.111898011,-0.070234442,-0.079034509,21,100
Market-Adjusted Model,20638,2022-05-12,-0.002539321,0.0258646554,0.0303241806,21,100
Market-Adjusted Model,20639,2022-05-12,-0.407407398,-0.435964137,-0.374543896,21,100
Market-Adjusted Model,20640,2022-05-12,-0.619897264,-0.843842772,-0.587033762,21,100
Market-Adjusted Model,20641,2022-05-12,-0.302867353,-0.312802392,-0.270003851,21,100
Market-Adjusted Model,20644,2022-05-12,-0.212643674,-0.182430029,-0.179780172,21,100
Market-Adjusted Model,20645,2022-05-12,0.0024642304,0.0308548517,0.0353277325,21,100
Market-Adjusted Model,20646,2022-05-12,-0.376792674,-0.400342825,-0.343929172,21,100
Market-Adjusted Model,20647,2022-05-12,-0.041015637,0.0432744556,-0.008152135,21,100
Market-Adjusted Model,20648,2022-05-12,0.0075757511,0.1073572388,0.0404392531,21,100
Market-Adjusted Model,20649,2022-05-12,-0.018064496,0.0319510022,0.0147990059,21,100
Market-Adjusted Model,20652,2022-05-12,-0.100000029,-0.063293377,-0.067136527,21,100
Market-Adjusted Model,20653,2022-05-12,0.0046860405,0.0686293092,0.0375495425,21,100
Market-Adjusted Model,20654,2022-05-12,0.0335958712,0.0682100357,0.0664593733,21,100
Market-Adjusted Model,20655,2022-05-12,-0.025798585,0.0346395482,0.0070649174,21,100
Market-Adjusted Model,20656,2022-05-12,0.1172749521,0.1998062715,0.1501384541,21,100
Market-Adjusted Model,20657,2022-05-12,-0.422889007,-0.483624156,-0.390025505,21,100
Market-Adjusted Model,20658,2022-05-12,-0.381654375,-0.389576876,-0.348790873,21,100
Market-Adjusted Model,20659,2022-05-12,0.2239656978,0.2592540274,0.2568291998,21,100
Market-Adjusted Model,20660,2022-05-12,-0.076467244,-0.049329485,-0.043603742,21,100
Market-Adjusted Model,20661,2022-05-12,0.1348788972,0.1837818761,0.1677423993,21,100
Market-Adjusted Model,20662,2022-05-12,-0.053090333,0.0110307831,-0.020226831,21,100
Market-Adjusted Model,20663,2022-05-12,-0.335787889,-0.314912994,-0.302924387,21,100
Market-Adjusted Model,20664,2022-05-12,-0.049511416,-0.01425066,-0.016647914,21,100
Market-Adjusted Model,20665,2022-05-12,-0.001011145,0.0274532449,0.031852357,21,100
Market-Adjusted Model,20666,2022-05-12,-0.006066776,0.0223374523,0.0267967261,21,100
Market-Adjusted Model,20667,2022-05-12,-0.076754735,-0.04326628,-0.043891233,21,100
Market-Adjusted Model,20668,2022-05-12,-0.004077703,0.0253302098,0.0287857987,21,100
Market-Adjusted Model,20670,2022-05-12,0.3377609609,0.3397375544,0.370624463,21,100
Market-Adjusted Model,20671,2022-05-12,-0.001019391,0.0273760989,0.0318441106,21,100
Market-Adjusted Model,20672,2022-05-12,0.0040904579,0.0330653744,0.0369539599,21,100
Market-Adjusted Model,20673,2022-05-12,-0.000442105,0.0280065153,0.0324213975,21,100
Market-Adjusted Model,20674,2022-05-12,-0.089702049,-0.048255234,-0.056838547,21,100
Market-Adjusted Model,20675,2022-05-12,-0.002034537,0.0263680088,0.0308289647,21,100
Market-Adjusted Model,20676,2022-05-12,-0.003565955,0.0248362857,0.0292975468,21,100
Market-Adjusted Model,20679,2022-05-12,-0.00203661,0.0263575746,0.0308268925,21,100
Market-Adjusted Model,20680,2022-05-12,0.0603324888,0.1024687508,0.0931959908,21,100
Market-Adjusted Model,20681,2022-05-12,-0.191740385,-0.162912159,-0.158876883,21,100
Market-Adjusted Model,20682,2022-05-12,0.0175305303,0.1333670117,0.0503940323,21,100
Market-Adjusted Model,20683,2022-05-12,-0.003054963,0.0253368752,0.0298085394,21,100
Market-Adjusted Model,20684,2022-05-12,-0.029616737,0.0069671681,0.0032467652,21,100
Market-Adjusted Model,20686,2022-05-12,-3.65775E-11,0.0284317904,0.032863502,21,100
Market-Adjusted Model,20687,2022-05-12,-0.098532549,-0.058885521,-0.065669047,21,100
Market-Adjusted Model,20688,2022-05-12,-1.90818E-10,0.0284128293,0.0328635019,21,100
Market-Adjusted Model,20689,2022-05-12,-0.00217924,0.0263657391,0.0306842623,21,100
Market-Adjusted Model,20690,2022-05-12,0.0068560254,0.0353802816,0.0397195274,21,100
Market-Adjusted Model,20691,2022-05-12,-0.083486245,-0.037793798,-0.050622743,21,100
Market-Adjusted Model,20692,2022-05-12,-0.011206043,0.017919635,0.0216574592,21,100
Market-Adjusted Model,20695,2022-05-12,-0.029124456,0.0014981314,0.003739046,21,100
Market-Adjusted Model,20696,2022-05-12,0.0143601159,0.0439031053,0.0472236179,21,100
Market-Adjusted Model,20697,2022-05-12,-0.034052944,-0.002047305,-0.001189442,21,100
Market-Adjusted Model,20698,2022-05-12,-0.018944395,0.0115083415,0.0139191067,21,100
Market-Adjusted Model,20699,2022-05-12,-0.011730281,0.0175880558,0.0211332214,21,100
Market-Adjusted Model,20700,2022-05-12,-0.107042223,-0.057144417,-0.074178721,21,100
Market-Adjusted Model,20701,2022-05-12,-0.02545939,0.0047187377,0.0074041122,21,100
Market-Adjusted Model,20702,2022-05-12,0.0015242488,0.0318623296,0.0343877509,21,100
Market-Adjusted Model,20703,2022-05-12,0.0031331303,0.0340327287,0.0359966323,21,100
Market-Adjusted Model,20704,2022-05-12,-0.000531501,0.0304955833,0.0323320012,21,100
Market-Adjusted Model,20705,2022-05-12,0.0005050174,0.0289184494,0.0333685194,21,100
Market-Adjusted Model,20708,2022-05-12,0.0031815076,0.0318459103,0.0360450097,21,100
Market-Adjusted Model,20709,2022-05-12,-0.014647254,0.017652461,0.0182162485,21,100
Market-Adjusted Model,20711,2022-05-12,-0.016856149,0.0137327897,0.0160073534,21,100
Market-Adjusted Model,20712,2022-05-12,-0.000509696,0.0278930519,0.0323538062,21,100
Market-Adjusted Model,20713,2022-05-12,-0.003061198,0.0253604316,0.0298023043,21,100
Market-Adjusted Model,20716,2022-05-12,-1.25642E-11,0.0284157763,0.032863502,21,100
Market-Adjusted Model,20717,2022-05-12,-0.721804503,-0.81532484,-0.688941001,21,100
Market-Adjusted Model,20718,2022-05-12,-0.004516333,0.0244310272,0.0283471691,21,100
Market-Adjusted Model,20719,2022-05-12,-0.024017203,0.0092159802,0.0088462992,21,100
Market-Adjusted Model,20720,2022-05-12,-0.007398284,0.0211709113,0.0254652185,21,100
Market-Adjusted Model,20721,2022-05-12,-0.061114877,0.0100501216,-0.028251375,21,100
Market-Adjusted Model,20724,2022-05-12,-0.002529142,0.0258657153,0.0303343597,21,100
Market-Adjusted Model,20725,2022-05-12,-0.036941044,-0.005884693,-0.004077542,21,100
Market-Adjusted Model,20726,2022-05-12,-0.137339034,-0.084841096,-0.104475532,21,100
Market-Adjusted Model,20727,2022-05-12,0.101871162,0.1571075039,0.1347346641,21,100
Market-Adjusted Model,20728,2022-05-12,0.0654931626,0.1011358065,0.0983566647,21,100
Market-Adjusted Model,20729,2022-05-12,-0.012780939,0.0193000463,0.0200825626,21,100
Market-Adjusted Model,20731,2022-05-12,-0.001019391,0.0274062466,0.0318441108,21,100
Market-Adjusted Model,20732,2022-05-12,0.0071352353,0.0356925727,0.0399987374,21,100
Market-Adjusted Model,20733,2022-05-12,0.1021276771,0.1786230713,0.1349911792,21,100
Market-Adjusted Model,20734,2022-05-12,0.0373259525,0.0700911457,0.0701894546,21,100
Market-Adjusted Model,20735,2022-05-12,-0.063995944,-0.021833052,-0.031132442,21,100
Market-Adjusted Model,20737,2022-05-12,0.0641025681,0.1562501391,0.0969660702,21,100
Market-Adjusted Model,20738,2022-05-12,-0.002545786,0.025853999,0.0303177159,21,100
Market-Adjusted Model,20739,2022-05-12,-0.324999956,-0.337870417,-0.292136454,21,100
Market-Adjusted Model,20740,2022-05-12,-0.003051855,0.0253459889,0.0298116473,21,100
Market-Adjusted Model,20741,2022-05-12,-0.004065036,0.0243445908,0.0287984657,21,100
Market-Adjusted Model,20742,2022-05-12,-0.00303641,0.0253980155,0.0298270922,21,100
Market-Adjusted Model,20743,2022-05-12,-0.003051855,0.0253513468,0.0298116473,21,100
Market-Adjusted Model,20744,2022-05-12,-0.003048753,0.0253766968,0.0298147492,21,100
Market-Adjusted Model,20745,2022-05-12,-0.053404187,-0.020132949,-0.020540685,21,100
Market-Adjusted Model,20746,2022-05-12,-0.005076161,0.023318878,0.0277873408,21,100
Market-Adjusted Model,20747,2022-05-12,-0.003048754,0.0253630372,0.0298147484,21,100
Market-Adjusted Model,20748,2022-05-12,-0.004069172,0.0243230241,0.0287943299,21,100
Market-Adjusted Model,20750,2022-05-12,0.0255381617,0.0558586907,0.0584016638,21,100
Market-Adjusted Model,20751,2022-05-12,-0.07734053,0.0087963574,-0.044477027,21,100
Market-Adjusted Model,20752,2022-05-12,-0.002540709,0.0258607116,0.0303227933,21,100
Market-Adjusted Model,20753,2022-05-12,-0.002032567,0.0263656352,0.0308309352,21,100
Market-Adjusted Model,20754,2022-05-12,-0.06737583,0.0235869925,-0.034512328,21,100
Market-Adjusted Model,20755,2022-05-12,-0.003048753,0.0253529057,0.0298147487,21,100
Market-Adjusted Model,20756,2022-05-12,-0.003048753,0.0253464386,0.0298147487,21,100
Market-Adjusted Model,20760,2022-05-12,-0.00510206,0.0232912933,0.027761442,21,100
Market-Adjusted Model,20761,2022-05-12,0.0598291088,0.1042050676,0.0926926108,21,100
Market-Adjusted Model,20762,2022-05-12,-0.001414946,0.0270054519,0.0314485563,21,100
Market-Adjusted Model,20763,2022-05-12,-0.003048753,0.0253506981,0.0298147489,21,100
Market-Adjusted Model,20764,2022-05-12,0.0887647558,0.1243349231,0.1216282578,21,100
Market-Adjusted Model,20765,2022-05-12,0.0190358548,0.0488082498,0.0518993568,21,100
Market-Adjusted Model,20767,2022-05-12,-0.00508132,0.0233071696,0.0277821819,21,100
Market-Adjusted Model,20768,2022-05-12,-0.090816801,-0.061229695,-0.057953299,21,100
Market-Adjusted Model,20769,2022-05-12,-0.004545463,0.0238635793,0.0283180395,21,100
Market-Adjusted Model,20775,2022-05-12,-0.002545786,0.0258523105,0.0303177158,21,100
Market-Adjusted Model,20776,2022-05-12,-0.64145375,-0.653436016,-0.608590248,21,100
Market-Adjusted Model,20777,2022-05-12,-3.69908E-10,0.028411519,0.0328635017,21,100
Market-Adjusted Model,20779,2022-05-12,-0.007121027,0.0213087744,0.0257424746,21,100
Market-Adjusted Model,20780,2022-05-12,-0.002038783,0.0263634481,0.0308247193,21,100
Market-Adjusted Model,20783,2022-05-12,-0.003045755,0.0253553667,0.0298177473,21,100
Market-Adjusted Model,20784,2022-05-12,0.2688312562,0.2850282604,0.3016947583,21,100
Market-Adjusted Model,20785,2022-05-12,-0.004073316,0.0243314703,0.0287901858,21,100
Market-Adjusted Model,20786,2022-05-12,-0.037837867,0.0204607963,-0.004974365,21,100
Market-Adjusted Model,20787,2022-05-12,-0.129896923,-0.067069052,-0.097033421,21,100
Market-Adjusted Model,20788,2022-05-12,-0.10396042,-0.064911115,-0.071096918,21,100
Market-Adjusted Model,20789,2022-05-12,-0.001140525,0.0272575453,0.0317229775,21,100
Market-Adjusted Model,20791,2022-05-12,-0.282689864,-0.274872036,-0.249826362,21,100
Market-Adjusted Model,20792,2022-05-12,-0.003048753,0.025351006,0.029814749,21,100
Market-Adjusted Model,20793,2022-05-12,-0.074889906,0.0124329495,-0.042026404,21,100
Market-Adjusted Model,20794,2022-05-12,0.0428134905,0.1114338279,0.0756769926,21,100
Market-Adjusted Model,20795,2022-05-12,-0.002038783,0.0263753838,0.0308247195,21,100
Market-Adjusted Model,20796,2022-05-12,-0.195266288,-0.152188832,-0.162402786,21,100
Market-Adjusted Model,20797,2022-05-12,-0.041749497,0.0153931052,-0.008885995,21,100
Market-Adjusted Model,20798,2022-05-12,-0.22801305,-0.216794399,-0.195149548,21,100
Market-Adjusted Model,20799,2022-05-12,-0.002038783,0.0263751187,0.0308247193,21,100
Market-Adjusted Model,20801,2022-05-12,-0.475728121,-0.523649664,-0.442864619,21,100
Market-Adjusted Model,20804,2022-05-12,-0.001526753,0.0268827243,0.0313367495,21,100
Market-Adjusted Model,20805,2022-05-12,-0.002030503,0.026377152,0.0308329987,21,100
Market-Adjusted Model,20806,2022-05-12,-0.003012021,0.0254144623,0.0298514806,21,100
Market-Adjusted Model,20808,2022-05-12,-0.00345884,0.0249469337,0.0294046618,21,100
Market-Adjusted Model,20809,2022-05-12,-0.007099361,0.0212856649,0.0257641411,21,100
Market-Adjusted Model,20812,2022-05-12,-0.001019391,0.0273937011,0.0318441107,21,100
Market-Adjusted Model,20813,2022-05-12,-0.047737785,-0.013967982,-0.014874283,21,100
Market-Adjusted Model,20814,2022-05-12,-0.116575576,-0.075795662,-0.083712074,21,100
Market-Adjusted Model,20815,2022-05-12,-0.000506085,0.0278962539,0.0323574174,21,100
Market-Adjusted Model,20816,2022-05-12,-0.247086246,-0.213860647,-0.214222744,21,100
Market-Adjusted Model,20817,2022-05-12,-0.121739117,-0.082841424,-0.088875615,21,100
Market-Adjusted Model,20818,2022-05-12,-0.001003032,0.0273957229,0.0318604702,21,100
Market-Adjusted Model,20819,2022-05-12,-0.000504044,0.0279076047,0.0323594583,21,100
Market-Adjusted Model,20820,2022-05-12,-0.00406091,0.0243411532,0.0288025922,21,100
Market-Adjusted Model,20821,2022-05-12,-0.004069172,0.024332216,0.02879433,21,100
Market-Adjusted Model,20822,2022-05-12,-0.003556895,0.0248403801,0.0293066071,21,100
Market-Adjusted Model,20823,2022-05-12,-0.238095232,-0.219413607,-0.205231729,21,100
Market-Adjusted Model,20824,2022-05-12,-0.002040863,0.0263574849,0.030822639,21,100
Market-Adjusted Model,20825,2022-05-12,0.218085089,0.2336950166,0.2509485911,21,100
Market-Adjusted Model,20826,2022-05-12,-0.005076162,0.0233446178,0.0277873405,21,100
Market-Adjusted Model,20827,2022-05-12,-0.004065037,0.0243283301,0.0287984652,21,100
Market-Adjusted Model,20831,2022-05-12,-0.005107272,0.0232865936,0.0277562301,21,100
Market-Adjusted Model,20832,2022-05-12,-0.373033687,-0.39092705,-0.340170185,21,100
Market-Adjusted Model,20833,2022-05-12,-0.004089976,0.0243182317,0.0287735262,21,100
Market-Adjusted Model,20834,2022-05-12,-0.028688593,0.0175894866,0.0041749093,21,100
Market-Adjusted Model,20835,2022-05-12,-0.103723422,-0.061783432,-0.07085992,21,100
Market-Adjusted Model,20838,2022-05-12,-0.00457929,0.0238267979,0.0282842117,21,100
Market-Adjusted Model,20839,2022-05-12,0.0025138836,0.0309056384,0.0353773856,21,100
Market-Adjusted Model,20840,2022-05-12,-0.005040342,0.0234206028,0.0278231605,21,100
Market-Adjusted Model,20841,2022-05-12,-0.00098515,0.0274172677,0.0318783519,21,100
Market-Adjusted Model,20842,2022-05-12,-0.298245619,-0.280036801,-0.265382117,21,100
Market-Adjusted Model,20843,2022-05-12,-0.431610933,-0.504690383,-0.398747431,21,100
Market-Adjusted Model,20844,2022-05-12,1.2699999057,1.5135536305,1.3028634077,21,100
Market-Adjusted Model,20846,2022-05-12,-0.099537051,-0.038360049,-0.066673549,21,100
Market-Adjusted Model,20847,2022-05-12,-0.000509079,0.0279221952,0.0323544228,21,100
Market-Adjusted Model,20848,2022-05-12,-0.112526565,-0.048672245,-0.079663063,21,100
Market-Adjusted Model,20849,2022-05-12,-0.109657873,-0.080120121,-0.076794371,21,100
Market-Adjusted Model,20850,2022-05-12,-0.004065037,0.0243439759,0.0287984655,21,100
Market-Adjusted Model,20851,2022-05-12,-0.001490347,0.0269862773,0.0313731547,21,100
Market-Adjusted Model,20852,2022-05-12,-0.003051855,0.0253444765,0.0298116471,21,100
Market-Adjusted Model,20855,2022-05-12,-0.236486482,-0.211929047,-0.20362298,21,100
Market-Adjusted Model,20856,2022-05-12,-0.002059058,0.026349765,0.0308044437,21,100
Market-Adjusted Model,20857,2022-05-12,-0.002030503,0.0263655515,0.0308329989,21,100
Market-Adjusted Model,20858,2022-05-12,-0.001521236,0.0269382901,0.0313422656,21,100
Market-Adjusted Model,20859,2022-05-12,-0.000506341,0.0278939358,0.0323571612,21,100
Market-Adjusted Model,20860,2022-05-12,-0.003045755,0.0253530581,0.0298177474,21,100
Market-Adjusted Model,20863,2022-05-12,-0.003551481,0.0248463227,0.0293120206,21,100
Market-Adjusted Model,20864,2022-05-12,-0.00610371,0.022316559,0.0267597922,21,100
Market-Adjusted Model,20865,2022-05-12,0.0654204916,0.1221494585,0.0982839936,21,100
Market-Adjusted Model,20866,2022-05-12,0.0005116846,0.0289360157,0.0333751867,21,100
Market-Adjusted Model,20867,2022-05-12,-0.005091572,0.0233086246,0.0277719299,21,100
Market-Adjusted Model,20868,2022-05-12,-0.002034538,0.0263588441,0.0308289643,21,100
Market-Adjusted Model,20869,2022-05-12,-0.199999994,-0.125267072,-0.167136492,21,100
Market-Adjusted Model,20870,2022-05-12,0.0608564531,0.1402170061,0.0937199552,21,100
Market-Adjusted Model,20871,2022-05-12,-0.002038783,0.0263971694,0.0308247194,21,100
Market-Adjusted Model,20872,2022-05-12,0.0005096956,0.0289239027,0.0333731976,21,100
Market-Adjusted Model,20873,2022-05-12,-0.002642279,0.0257663391,0.0302212233,21,100
Market-Adjusted Model,20874,2022-05-12,-0.002038783,0.026367967,0.0308247195,21,100
Market-Adjusted Model,20875,2022-05-12,-0.004073316,0.0243239038,0.0287901859,21,100
Market-Adjusted Model,20876,2022-05-12,0.0070707729,0.0354659474,0.0399342749,21,100
Market-Adjusted Model,20877,2022-05-12,0.0005092737,0.0289314213,0.0333727757,21,100
Market-Adjusted Model,20878,2022-05-12,-0.003565955,0.0248326418,0.0292975469,21,100
Market-Adjusted Model,20879,2022-05-12,-0.192307709,-0.080339652,-0.159444207,21,100
Market-Adjusted Model,20880,2022-05-12,-0.003521111,0.0248701746,0.0293423907,21,100
Market-Adjusted Model,20881,2022-05-12,-0.00457076,0.0238241722,0.0282927425,21,100
Market-Adjusted Model,20882,2022-05-12,-0.131827443,-0.094062924,-0.098963941,21,100
Market-Adjusted Model,20883,2022-05-12,-0.002548478,0.025876285,0.0303150239,21,100
Market-Adjusted Model,20884,2022-05-12,0.0029469282,0.0313498864,0.0358104303,21,100
Market-Adjusted Model,20886,2022-05-12,-0.003562325,0.0248420233,0.0293011767,21,100
Market-Adjusted Model,20887,2022-05-12,-0.0298784,-0.000318438,0.0029851021,21,100
Market-Adjusted Model,20890,2022-05-12,-0.001525879,0.0268969471,0.0313376231,21,100
Market-Adjusted Model,20891,2022-05-12,-0.08899516,-0.046821122,-0.056131658,21,100
Market-Adjusted Model,20892,2022-05-12,-0.429865353,-0.396336321,-0.397001851,21,100
Market-Adjusted Model,20893,2022-05-12,0.0548847402,0.1032528599,0.0877482423,21,100
Market-Adjusted Model,20894,2022-05-12,-0.033174091,0.0834912601,-0.000310589,21,100
Market-Adjusted Model,20895,2022-05-12,-0.176411286,-0.104052385,-0.143547784,21,100
Market-Adjusted Model,20898,2022-05-12,-0.072933589,-0.011486888,-0.040070087,21,100
Market-Adjusted Model,20899,2022-05-12,-0.278134346,-0.264391265,-0.245270844,21,100
Market-Adjusted Model,20900,2022-05-12,-0.279503131,-0.245093438,-0.246639629,21,100
Market-Adjusted Model,20901,2022-05-12,-0.035258079,0.0026139006,-0.002394577,21,100
Market-Adjusted Model,20902,2022-05-12,-0.257215609,-0.229772208,-0.224352107,21,100
Market-Adjusted Model,20903,2022-05-12,-0.084675876,-0.05374333,-0.051812374,21,100
Market-Adjusted Model,20904,2022-05-12,-0.088651361,-0.054918416,-0.055787859,21,100
Market-Adjusted Model,20905,2022-05-12,0.0134530389,0.0440997817,0.046316541,21,100
Market-Adjusted Model,20906,2022-05-12,0.0010204312,0.0294313173,0.0338839333,21,100
Market-Adjusted Model,20907,2022-05-12,0.001012169,0.0294568447,0.033875671,21,100
Market-Adjusted Model,20908,2022-05-12,-0.004077468,0.0243188051,0.0287860341,21,100
Market-Adjusted Model,20911,2022-05-12,-0.032089897,0.0002501962,0.0007736052,21,100
Market-Adjusted Model,20912,2022-05-12,0.0091171163,0.0400043499,0.0419806183,21,100
Market-Adjusted Model,20913,2022-05-12,-0.083333347,-0.049010406,-0.050469845,21,100
Market-Adjusted Model,20914,2022-05-12,-0.004077468,0.024331485,0.0287860343,21,100
Market-Adjusted Model,20915,2022-05-12,-0.003058174,0.0253676636,0.0298053281,21,100
Market-Adjusted Model,20916,2022-05-12,-0.04285711,0.0400181109,-0.009993608,21,100
Market-Adjusted Model,20919,2022-05-12,0.1637426163,0.2174131762,0.1966061184,21,100
Market-Adjusted Model,20920,2022-05-12,0.0459981617,0.0970481833,0.0788616638,21,100
Market-Adjusted Model,20921,2022-05-12,0.0116918776,0.0429725025,0.0445553797,21,100
Market-Adjusted Model,20922,2022-05-12,-0.023845543,0.0083461588,0.009017959,21,100
Market-Adjusted Model,20923,2022-05-12,-0.076986045,-0.034591475,-0.044122542,21,100
Market-Adjusted Model,20924,2022-05-12,-0.000612826,0.027794588,0.0322506761,21,100
Market-Adjusted Model,20927,2022-05-12,0.0759493987,0.1164738861,0.1088129008,21,100
Market-Adjusted Model,20928,2022-05-12,-0.010457867,0.018964443,0.022405635,21,100
Market-Adjusted Model,20929,2022-05-12,-0.016590053,0.01395974,0.0162734487,21,100
Market-Adjusted Model,20930,2022-05-12,-0.00204285,0.0263719027,0.0308206519,21,100
Market-Adjusted Model,20931,2022-05-12,-0.003067458,0.0253607325,0.0297960443,21,100
Market-Adjusted Model,20932,2022-05-12,-0.001020431,0.0273975377,0.0318430707,21,100
Market-Adjusted Model,20935,2022-05-12,-0.001227182,0.0281920667,0.0316363199,21,100
Market-Adjusted Model,20936,2022-05-12,0.0087000621,0.0380004463,0.0415635641,21,100
Market-Adjusted Model,20937,2022-05-12,-0.032692389,0.0003340127,0.0001711128,21,100
Market-Adjusted Model,20938,2022-05-12,-0.03221454,0.0007846997,0.0006489624,21,100
Market-Adjusted Model,20939,2022-05-12,-0.014415691,0.016353208,0.0184478111,21,100
Market-Adjusted Model,20940,2022-05-12,-0.032022005,0.0010871739,0.0008414974,21,100
Market-Adjusted Model,20943,2022-05-12,-0.060239991,-0.024408707,-0.027376489,21,100
Market-Adjusted Model,20944,2022-05-12,-0.057217951,-0.02193823,-0.024354449,21,100
Market-Adjusted Model,20945,2022-05-12,-0.004081629,0.0243444821,0.0287818735,21,100
Market-Adjusted Model,20946,2022-05-12,-0.00808897,0.0203562805,0.0247745317,21,100
Market-Adjusted Model,20947,2022-05-12,-0.032625687,-0.002967327,0.0002378151,21,100
Market-Adjusted Model,20949,2022-05-12,-0.015394294,0.0151833861,0.017469208,21,100
Market-Adjusted Model,20950,2022-05-12,-1.38226E-10,0.0284164065,0.0328635019,21,100
Market-Adjusted Model,20951,2022-05-12,-0.001020431,0.0273944305,0.0318430706,21,100
Market-Adjusted Model,20952,2022-05-12,0.0015352493,0.0299571545,0.0343987513,21,100
Market-Adjusted Model,20953,2022-05-12,-0.001021474,0.0273876265,0.0318420279,21,100
Market-Adjusted Model,20954,2022-05-12,-0.002041905,0.026359609,0.0308215971,21,100
Market-Adjusted Model,20955,2022-05-12,-0.047407642,-0.018704014,-0.01454414,21,100
Market-Adjusted Model,20956,2022-05-12,-0.002275275,0.026413562,0.0305882267,21,100
Market-Adjusted Model,20957,2022-05-12,-0.014316126,0.0162929283,0.0185473759,21,100
Market-Adjusted Model,20958,2022-05-12,-0.011678278,0.0180873666,0.0211852236,21,100
Market-Adjusted Model,20959,2022-05-12,-0.012207089,0.0170452469,0.020656413,21,100
Market-Adjusted Model,20960,2022-05-12,-0.003061197,0.0253563263,0.0298023048,21,100
Market-Adjusted Model,20961,2022-05-12,-0.00402441,0.0250121423,0.028839092,21,100
Market-Adjusted Model,20962,2022-05-12,-0.004081629,0.0243136208,0.0287818733,21,100
Market-Adjusted Model,20963,2022-05-12,0.0057401099,0.0355799163,0.0386036119,21,100
Market-Adjusted Model,20964,2022-05-12,-0.002549778,0.0258465227,0.0303137243,21,100
Market-Adjusted Model,20965,2022-05-12,-0.00610371,0.022286605,0.0267597923,21,100
Market-Adjusted Model,20967,2022-05-12,-0.013478496,0.0153133844,0.0193850057,21,100
Market-Adjusted Model,20970,2022-05-12,-0.003064324,0.0253491125,0.0297991782,21,100
Market-Adjusted Model,20971,2022-05-12,-0.041675828,-0.01065088,-0.008812326,21,100
Market-Adjusted Model,20972,2022-05-12,-0.020697228,0.0458498591,0.0121662737,21,100
Market-Adjusted Model,20973,2022-05-12,-0.016785553,0.0157316573,0.0160779492,21,100
Market-Adjusted Model,20974,2022-05-12,-0.014836758,0.0135722348,0.0180267441,21,100
Market-Adjusted Model,20975,2022-05-12,-0.441463419,-0.460623095,-0.408599916,21,100
Market-Adjusted Model,20978,2022-05-12,0.0017949819,0.030187231,0.034658484,21,100
Market-Adjusted Model,20979,2022-05-12,0.0010085964,0.0294165216,0.0338720985,21,100
Market-Adjusted Model,20980,2022-05-12,-0.003562325,0.0248514267,0.0293011768,21,100
